"{{yes|[[Concurrent Versions System|CVS]], [[Git (software)|Git]], [[Apache Subversion|SVN]], others (via plugins)}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Concurrent Versions System|CVS]], [[Git (software)|Git]], [[Apache Subversion|SVN]], others (via plugins)"
{{Latest stable software release/eMule}},"0.50a <small>(April&nbsp;7, 2010<span class=""noprint"">&#059;&#032;5 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2010-04-07</span>)</span><ref>{{cite web|url=http://sourceforge.net/projects/emule/files/ |title=The eMule Project at SourceForge.net|publisher=[http://emule.sourceforge.net/ eMule].[[SourceForge]].net|date=2010-04-07|accessdate=2010-07-11}}</ref>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/eMule&action=edit &#91;±&#93;]</small>"
{{yes|[[#trident display|8.0]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[#trident display|8.0]]"
{{Start date and age|2013|03|01}},"March&nbsp;1, 2013<span class=""noprint"">&#059;&#032;2 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2013-03-01</span>)</span>"
{{nts|119.7}},"<span style=""display:none"" class=""sortkey"">7002119700000000000♠</span>119.7"
{{yes|supported versions<11}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|supported versions<11"
{{flagicon|KEN}},"<span class=""flagicon"">[[File:Flag of Kenya.svg|23x15px|border |alt=Kenya|link=Kenya]]</span>"
"{{efn|name=""NCSA virtual hosting""}}","<ref name=""NCSA virtual hosting"" group=""lower-alpha""></ref>"
{{partial|<small>Beta<br />4.0</small>}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|<small>Beta<br />4.0</small>"
{{lang|ga|aithris}},"<span lang=""ga""  >aithris</span>"
{{yes|[[GPL]]; [[LGPL]] with static linking exception for the library MSEgui}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[GPL]]; [[LGPL]] with static linking exception for the library MSEgui"
{{dts|2006-05-01}},"<span style=""display:none; speak:none"" class=""sortkey"">02006-05-01-0000</span><span style=""white-space:nowrap;"">May 1, 2006</span>"
{{Yes|Disabled by Default}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Disabled by Default"
{{nts|13}},"<span style=""display:none"" class=""sortkey"">7001130000000000000♠</span>13"
{{Free|Open source ([[BSD licenses|BSD]])}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|Open source ([[BSD licenses|BSD]])"
{{yes2|partial}},"style=""background:#bfd; color:black; vertical-align:middle; text-align:center; "" class=""table-yes2"" |partial"
{{yes|[[GPL]] / [[LGPL]] / [[Proprietary software|Proprietary]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[GPL]] / [[LGPL]] / [[Proprietary software|Proprietary]]"
{{sm|[viam] rvgam}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">[viam] rvgam</span>"
"{{#tag:ref|Prior to version 2.0, only inline DTDs are allowed; external DTDs are ignored. In 2.0, it is possible to load external DTDs, but not cross-domain.|group=note}}","<ref group=""note"">Prior to version 2.0, only inline DTDs are allowed; external DTDs are ignored. In 2.0, it is possible to load external DTDs, but not cross-domain.</ref>"
{{nts|454}},"<span style=""display:none"" class=""sortkey"">7002454000000000000♠</span>454"
"{{nts|5,474}}","<span style=""display:none"" class=""sortkey"">7003547400000000000♠</span>5,474"
"{{yes|[[EPUB]], [[Rich Text Format|RTF]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[EPUB]], [[Rich Text Format|RTF]]"
{{ref|root class and feature|[b]}},"<sup class=""reference plainlinks nourlexpansion"" id=""ref_root class and feature"">[[#endnote_root class and feature|[b]]]</sup>"
{{nts|112}},"<span style=""display:none"" class=""sortkey"">7002112000000000000♠</span>112"
{{convert|13.6|lb|abbr=on}},13.6&nbsp;lb (6.2&nbsp;kg)
{{yes|Integrated WYSIWYG word processor (RTF output for Word/OpenOffice)}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Integrated WYSIWYG word processor (RTF output for Word/OpenOffice)"
{{IPA|[ɫ]}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">[ɫ]</span>"
{{Latest stable software release/Clementine}},"1.2.3 <small>(March&nbsp;8, 2014<span class=""noprint"">&#059;&#032;14 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-03-08</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Clementine&action=edit &#91;±&#93;]</small>"
{{depends|}},"style=""background: #FED; color: black; vertical-align: middle; text-align: center; "" class=""depends table-depends""|"
{{yes|[[User-mode Linux|UML]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[User-mode Linux|UML]]"
{{LTU}},"<span class=""flagicon"">[[File:Flag of Lithuania.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Lithuania|Lithuania]]"
{{yes|2.8.146}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|2.8.146"
{{dts|2008-10-27}},"<span style=""display:none; speak:none"" class=""sortkey"">02008-10-27-0000</span><span style=""white-space:nowrap;"">October 27, 2008</span>"
{{IPAblink|f}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">[[[voiceless labiodental fricative|f]]]</span>"
{{convert|24|mm|in|abbr=on}},24&nbsp;mm (0.94&nbsp;in)
{{convert|27|mm|in|abbr=on}},27&nbsp;mm (1.1&nbsp;in)
{{sort|4.0.a|Windows NT 4.0}},"<span style=""display:none;"" class=""sortkey"">4.0.a&#32;!</span><span class=""sorttext"">Windows NT 4.0</span>"
{{nts|263.4}},"<span style=""display:none"" class=""sortkey"">7002263390000099999♠</span>263.4"
{{r|group=Note|c4}},"<ref name=""c4"" group=""Note""></ref>"
{{dts|2006-03-20}},"<span style=""display:none; speak:none"" class=""sortkey"">02006-03-20-0000</span><span style=""white-space:nowrap;"">March 20, 2006</span>"
{{vgrelease|AUS=23 August 2012}},"<ul style=""list-style: none none; line-height: inherit; margin: 0px;""><li><small><sup>[[Australasia|AUS]]</sup></small> 23 August 2012</li></ul>"
{{Free|[[ISC License|ISC]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[ISC License|ISC]]"
{{dts|2009-6-23}},"<span style=""display:none; speak:none"" class=""sortkey"">02009-06-23-0000</span><span style=""white-space:nowrap;"">June 23, 2009</span>"
{{flag|USA}},"<span class=""flagicon"">[[File:Flag of the United States.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[United States|USA]]"
"{{sort|0003652|3,652}}","<span style=""display:none;"" class=""sortkey"">0003652&#32;!</span><span class=""sorttext"">3,652</span>"
{{partial| only in Chrome}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""| only in Chrome"
{{Ref label|tar-compression-w|1}},"<sup class=""reference"" id=""ref_tar-compression-w"">[[#endnote_tar-compression-w|[1]]]</sup>"
{{Ref label|os-7zip-1|1}},"<sup class=""reference"" id=""ref_os-7zip-1"">[[#endnote_os-7zip-1|[1]]]</sup>"
"{{lang|ga|ministir, ministéir}}","<span lang=""ga""  >ministir, ministéir</span>"
{{ref|plbin|a}},"<sup class=""reference plainlinks nourlexpansion"" id=""ref_plbin"">[[#endnote_plbin|a]]</sup>"
{{Flagicon|Louisiana}},"<span class=""flagicon"">[[File:Flag of Louisiana.svg|23x15px|border |alt=Louisiana|link=Louisiana]]</span>"
{{partial|Non-commercial or commercial }},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|Non-commercial or commercial"
{{nts|1430}},"<span style=""display:none"" class=""sortkey"">7003143000000000000♠</span>1,430"
{{convert|31.9|lb|abbr=on}},31.9&nbsp;lb (14.5&nbsp;kg)
"{{nts|14,840}}","<span style=""display:none"" class=""sortkey"">7004148400000000000♠</span>14,840"
{{nts|1500000}},"<span style=""display:none"" class=""sortkey"">7006150000000000000♠</span>1,500,000"
{{sm|[[Janus|ianvs]]}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">[[Janus|ianvs]]</span>"
{{n}},"[[File:Red x.svg|13px|alt=Red X|link=]]<SPAN STYLE=""display:none"">N</SPAN>"
{{dts|2007-02-24}},"<span style=""display:none; speak:none"" class=""sortkey"">02007-02-24-0000</span><span style=""white-space:nowrap;"">February 24, 2007</span>"
{{val|140|u=kB}},"<span class=""nowrap""><span style=""display:none"" class=""sortkey"">7006112000000000000♠</span><span style=""white-space:nowrap"">140</span>&nbsp;kB</span>"
{{convert|51|mpgus|L/100 km mpgimp|abbr=on}},51&nbsp;mpg<sub><small>-US</small></sub> (4.6&nbsp;L/100&nbsp;km; 61&nbsp;mpg<sub><small>-imp</small></sub>)
{{sort|6.2.w|Windows Server 2012 Foundation}},"<span style=""display:none;"" class=""sortkey"">6.2.w&#32;!</span><span class=""sorttext"">Windows Server 2012 Foundation</span>"
"{{Yes2|Possible since iOS 7, where the application can handle the notification and decrypt it}}","style=""background:#bfd; color:black; vertical-align:middle; text-align:center; "" class=""table-yes2"" |Possible since iOS 7, where the application can handle the notification and decrypt it"
"{{nts|1,250}}","<span style=""display:none"" class=""sortkey"">7003125000000000000♠</span>1,250"
{{yes|via Scheduler}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|via Scheduler"
{{yes|[[OpenBSM]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[OpenBSM]]"
{{okay|No}},"style=""background: #FFD; color: black; vertical-align: middle; text-align: center; "" class=""partial table-partial""| No"
{{yes|10.0}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|10.0"
{{small|1024×600 <br /> [[super video graphics array#WSVGA|WSVGA]] matte}},"<small style=""font-size:85%;"">1024×600 <br /> [[super video graphics array#WSVGA|WSVGA]] matte</small>"
{{small|1024x600 matte}},"<small style=""font-size:85%;"">1024x600 matte</small>"
{{nts|14900}},"<span style=""display:none"" class=""sortkey"">7004149000000000000♠</span>14,900"
{{tag|mo|open}},"<code class=""nowrap"" style="""">&lt;mo&gt;</code>"
{{yes|2.5.22}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|2.5.22"
{{Active}},"style=""background: #90FF90; color: black; vertical-align: middle; text-align: center; "" class=""active table-active""| Active"
{{dts|2006-02-08}},"<span style=""display:none; speak:none"" class=""sortkey"">02006-02-08-0000</span><span style=""white-space:nowrap;"">February 8, 2006</span>"
{{free|Apache}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|Apache"
{{nts|27.7}},"<span style=""display:none"" class=""sortkey"">7001277000000000000♠</span>27.7"
{{flagicon|VAT}},"<span class=""flagicon"">[[File:Flag of the Vatican City.svg|23x16px|border |alt=Vatican City|link=Vatican City]]</span>"
{{Anchor|KiwiIRC}},"<span id=""KiwiIRC""></span>"
{{IPAblink|o}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">[[[close-mid back rounded vowel|o]]]</span>"
{{convert|1.9|oz|g|disp=output number only}},54
{{#tag:ref|XChat tested on HP-UX 10.20 and 11|name=Unix_operating_system_support_XChat_A|group=Note}},"<ref name=""Unix_operating_system_support_XChat_A"" group=""Note"">XChat tested on HP-UX 10.20 and 11</ref>"
{{no|Yes<br />AU}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|Yes<br />AU"
"{{depends|No, but text fields can be arranged into a grid}}","style=""background: #FED; color: black; vertical-align: middle; text-align: center; "" class=""depends table-depends""|No, but text fields can be arranged into a grid"
"{{yes|[[Adobe Photoshop#features|PSD]], [[Adobe Illustrator Artwork|AI]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Adobe Photoshop#features|PSD]], [[Adobe Illustrator Artwork|AI]]"
{{r|group=Note|freesshd130}},"<ref name=""freesshd130"" group=""Note""></ref>"
{{terminated}},"style=""background: #EDF; color: black; vertical-align: middle; text-align: center; "" class=""dropped table-dropped""|Terminated"
{{flagicon|MKD}},"<span class=""flagicon"">[[File:Flag of Macedonia.svg|23x15px|border |alt=Republic of Macedonia|link=Republic of Macedonia]]</span>"
{{r|group=Note|MessageDispatcher}},"<ref name=""MessageDispatcher"" group=""Note""></ref>"
{{Latest stable software release/File Roller}},"3.8.3<ref>http://ftp.acc.umu.se/pub/GNOME/sources/file-roller/</ref> <small>(July&nbsp;2, 2013<span class=""noprint"">&#059;&#032;22 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2013-07-02</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/File_Roller&action=edit &#91;±&#93;]</small>"
{{flagicon|DZA}},"<span class=""flagicon"">[[File:Flag of Algeria.svg|23x15px|border |alt=Algeria|link=Algeria]]</span>"
{{yes|[[#trident-import-bug|8.0]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[#trident-import-bug|8.0]]"
{{vgrelease|NA=5 April 2009}},"<ul style=""list-style: none none; line-height: inherit; margin: 0px;""><li><small><sup>[[North America|NA]]</sup></small> 5 April 2009</li></ul>"
{{No|1978-1992}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|1978-1992"
{{Yes|1.9.1}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|1.9.1"
{{ref|COBOL Arguments|[b]}},"<sup class=""reference plainlinks nourlexpansion"" id=""ref_COBOL Arguments"">[[#endnote_COBOL Arguments|[b]]]</sup>"
{{efn|Google Play Music only supports WMA transcoding on Windows with Music Manager.}},"<ref group=""lower-alpha"">Google Play Music only supports WMA transcoding on Windows with Music Manager.</ref>"
{{partial|First page only}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|First page only"
{{nts|13150}},"<span style=""display:none"" class=""sortkey"">7004131500000000000♠</span>13,150"
{{nts|16.3}},"<span style=""display:none"" class=""sortkey"">7001163000000000000♠</span>16.3"
{{vgrelease|JP=13 September 2005}},"<ul style=""list-style: none none; line-height: inherit; margin: 0px;""><li><small><sup>[[Video gaming in Japan|JP]]</sup></small> 13 September 2005</li></ul>"
{{Yes2|BBM 7+}},"style=""background:#bfd; color:black; vertical-align:middle; text-align:center; "" class=""table-yes2"" |BBM 7+"
{{nts|420}},"<span style=""display:none"" class=""sortkey"">7002420000000000000♠</span>420"
{{nts|25.17}},"<span style=""display:none"" class=""sortkey"">7001251700000000000♠</span>25.17"
"{{sort|0021901|21,901}}","<span style=""display:none;"" class=""sortkey"">0021901&#32;!</span><span class=""sorttext"">21,901</span>"
"{{formatnum:320,000+}}","320,000+"
{{nonfree|Discontinued}},"style=""background: #F9D; color: black; vertical-align: middle; text-align: center; "" class=""nonfree table-nonfree""|Discontinued"
{{nts|9.1}},"<span style=""display:none"" class=""sortkey"">7000910000000000000♠</span>9.1"
{{IPA|[ɡ]}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">[ɡ]</span>"
